0	5.49
0	5.5
0	5.64
0	5.71
0	5.72
0	5.88
0	5.97
0	6.13
0	6.7
0	7.65
0	7.74
0	7.79
0	7.83
0	7.91
0	8.38
0	8.41
0	8.57
0	8.61
0	10.66
0	13.51
0	14.26
0	28.71
0	123.81
1	6.19
1	8.08
1	8.37
1	8.84
1	9.35
1	9.74
1	10.12
1	10.25
1	13.37
1	16.6
1	18.28
2	6.17
2	8.75
2	8.84
2	9.06
2	9.1
2	9.52
2	12.51
2	12.61
2	12.86
2	16.67
2	18.27
2	25.8
3	6.34
3	9.88
3	13.79
3	17.24
3	18.14
4	9.47
4	12.49
4	18.47
4	47.17
5	5.89
5	5.94
5	9.33
5	9.38
5	12.2
5	13.03
5	13.37
5	15.33
5	15.57
5	18.27
5	21.51
6	10.77
6	13.92
6	16.43
6	20.12
6	23.37
7	9.52
7	10.01
7	10.12
7	13.68
7	14.13
7	16.27
7	18.21
7	23.24
7	25.06
8	15.34
8	23.15
8	25.37
9	9.08
10	10.72
10	15.38
10	20.86
10	25.51
10	29.71
10	58.01
11	25.76
12	21.18
12	21.27
12	25.83
13	20.96
14	11.39
15	18
15	22.28
16	32.25
17	75.21
